brand,price,model,model_year,milage,fuel_type,transmission,engine,accident
Chevrolet,"$98,000",Corvette Stingray w/3LT,2023,"4,200 mi.",Gasoline,A/T,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Bentley,"$199,991",Continental GT V8 First Edition,2020,"27,404 mi.",Gasoline,Automatic,"4L V-8 gasoline direct injection, DOHC, variable valve control,",None reported
Lincoln,"$24,000",MKC Reserve,2016,"100,000 mi.",Gasoline,Transmission w/Dual Shift Mode,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$17,000",Excursion Limited,2001,"333,361 mi.",Diesel,A/T,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,At least 1 accident or damage reported
Land,"$29,993",Rover Discovery SE,2018,"63,295 mi.",Gasoline,8-Speed A/T,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Land,"$96,500",Rover Defender V8,2022,"3,000 mi.",Gasoline,8-Speed A/T,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$25,500",Silverado 1500 2LT,2014,"102,604 mi.",E85 Flex Fuel,6-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,None reported
Mercedes-Benz,"$99,000",AMG G 63 Base,2017,"39,800 mi.",Gasoline,7-Speed A/T,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,None reported
Ford,"$40,100",F-250 XLT,2019,"124,000 mi.",E85 Flex Fuel,6-Speed A/T,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,None reported
Tesla,"$36,750",Model 3 Base,2022,"12,080 mi.",,A/T,271.0HP Electric Motor Electric Fuel System,None reported
Lexus,"$69,500",LX 570 Three-Row,2018,"39,300 mi.",Gasoline,Transmission w/Dual Shift Mode,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$29,000",QX60 Luxe,2019,"51,000 mi.",Gasoline,CVT Transmission,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Rivian,"$97,500",R1S Adventure Package,2023,250 mi.,,1-Speed A/T,835.0HP Electric Motor Electric Fuel System,
Land,"$35,999",Rover Range Rover Sport 3.0L Supercharged HSE,2017,"67,000 mi.",Gasoline,8-Speed A/T,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$14,195",QX60 Base,2014,"95,400 mi.",Gasoline,A/T,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,
Hyundai,"$11,000",Sonata GLS,2013,"136,991 mi.",Gasoline,6-Speed A/T,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$55,000",Tundra Limited,2022,"3,959 mi.",Gasoline,10-Speed A/T,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$31,000",Grand Cherokee Limited,2020,"47,500 mi.",Gasoline,A/T,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$13,000",F-350 Lariat Crew Cab Super Duty DRW,2005,"176,691 mi.",Diesel,A/T,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,At least 1 accident or damage reported
Tesla,"$55,000",Model 3 Performance,2021,"33,000 mi.",,1-Speed A/T,455.0HP Electric Motor Electric Fuel System,None reported
Mercedes-Benz,"$27,500",CLS-Class CLS 550,2014,"34,600 mi.",Gasoline,Transmission w/Dual Shift Mode,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,None reported
RAM,"$34,000",2500 SLT,2014,"84,500 mi.",Gasoline,A/T,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,None reported
Kia,"$37,500",Sorento Hybrid EX,2022,"36,100 mi.",Hybrid,6-Speed A/T,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,None reported
Hyundai,"$17,000",Genesis 3.8,2015,"92,225 mi.",Gasoline,A/T,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Jeep,"$25,695",Compass Latitude,2020,"17,500 mi.",Gasoline,9-Speed A/T,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$6,000",Fusion SE,2011,"114,323 mi.",Gasoline,6-Speed A/T,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$27,500",FJ Cruiser Base,2014,"92,000 mi.",Gasoline,A/T,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$29,998",430 Gran Coupe i xDrive,2018,"29,025 mi.",Gasoline,Automatic,2.0 Liter DOHC T/C,None reported
Dodge,"$65,000",Durango SRT 392,2021,"17,000 mi.",Gasoline,Transmission w/Dual Shift Mode,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,None reported
Hyundai,"$13,000",Santa Fe GLS,2015,"96,476 mi.",Gasoline,6-Speed A/T,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,None reported
Volkswagen,"$39,127",Atlas 3.6L SEL Premium,2021,"36,311 mi.",Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,None reported
Land,"$35,000",Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,"56,842 mi.",Gasoline,Transmission w/Dual Shift Mode,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Nissan,"$29,510",Murano SV,2021,"23,677 mi.",Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,None reported
Buick,"$31,700",Envision Essence,2020,"27,340 mi.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,None reported
Chevrolet,"$41,986",Silverado 1500 RST,2020,"26,177 mi.",Gasoline,Automatic,5.3L V8 16V GDI OHV,
Pontiac,"$10,000",Solstice GXP,2009,"122,348 mi.",Gasoline,A/T,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$22,500",640 Gran Coupe i xDrive,2015,"98,000 mi.",Gasoline,Transmission w/Dual Shift Mode,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Tesla,"$29,000",Model 3 Standard Range Plus,2019,"32,300 mi.",,A/T,Electric Motor Electric Fuel System,None reported
MINI,"$26,750",Countryman Cooper S,2019,"18,997 mi.",Gasoline,Transmission w/Dual Shift Mode,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$67,995",Boxster GTS,2016,"40,350 mi.",Gasoline,7-Speed A/T,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$14,300",Expedition EL King Ranch,2011,"156,856 mi.",E85 Flex Fuel,6-Speed A/T,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,None reported
Bentley,"$289,991",Continental GT GT Speed,2022,"1,919 mi.",Gasoline,8-SPEED A/T,12 Cylinder Engine,None reported
BMW,"$46,000",X5 M Base,2017,"61,773 mi.",Gasoline,Transmission w/Dual Shift Mode,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,None reported
Ford,"$22,000",Mustang GT Premium,2011,"74,500 mi.",Gasoline,6-Speed M/T,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$5,000",Compass Sport,2016,"99,000 mi.",Gasoline,6-Speed A/T,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
INFINITI,"$15,000",G37 Sport,2008,"63,496 mi.",Gasoline,6-Speed M/T,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$47,500",F-150 XLT,2022,"18,465 mi.",Gasoline,10-Speed A/T,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$72,995",911 Carrera 4S,2007,"42,635 mi.",Gasoline,Transmission w/Dual Shift Mode,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$18,900",G35 Base,2005,"99,000 mi.",Gasoline,6-Speed M/T,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Chrysler,"$13,750",300C Base,2013,"87,500 mi.",Gasoline,8-Speed A/T,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$6,800",Camry Solara SLE,2007,"138,000 mi.",Gasoline,5-Speed A/T,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$28,995",IS 300 Base,2018,"70,891 mi.",Gasoline,Transmission w/Dual Shift Mode,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Buick,"$29,444",Enclave Essence,2020,"55,403 mi.",Gasoline,9-Speed A/T,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$89,995",M4 Competition xDrive,2022,"3,213 mi.",Gasoline,8-Speed A/T,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Pontiac,"$21,999",GTO Base,2005,"142,314 mi.",Gasoline,6-Speed M/T,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Toyota,"$36,740",FJ Cruiser Base,2013,"53,000 mi.",Gasoline,A/T,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,None reported
Hyundai,"$7,500",Elantra SE,2014,"120,250 mi.",Gasoline,A/T,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$29,500",Macan S,2015,"72,329 mi.",Gasoline,7-Speed A/T,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Hummer,"$9,995",H3 Base,2007,"153,692 mi.",Gasoline,4-Speed A/T,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,None reported
Tesla,"$37,000",Model 3 Long Range,2021,"32,670 mi.",,A/T,Electric Motor Electric Fuel System,None reported
Ford,"$18,000",Transit-350 Base,2018,"235,000 mi.",Gasoline,A/T,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,
Rivian,"$82,000",R1T Launch Edition,2022,"8,681 mi.",,A/T,835.0HP Electric Motor Electric Fuel System,None reported
Audi,"$18,000",S4 3.0 Prestige,2012,"98,400 mi.",Gasoline,7-Speed A/T,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$46,500",4Runner SR5 Premium,2023,"1,400 mi.",Gasoline,A/T,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,None reported
Tesla,"$29,999",Model 3 Mid Range,2018,"32,000 mi.",,A/T,271.0HP Electric Motor Electric Fuel System,None reported
Ford,"$9,000",F-250 Base,1997,"92,800 mi.",Gasoline,4-Speed A/T,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$130,000",G-Class G 550 4MATIC,2021,"75,151 mi.",Gasoline,A/T,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,None reported
Subaru,"$12,500",Legacy 2.5 GT spec.B,2008,"94,000 mi.",Gasoline,6-Speed M/T,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$18,700",E-Class E 350,2014,"67,350 mi.",Gasoline,7-Speed A/T,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$21,000",M3 Base,2001,"66,500 mi.",Gasoline,6-Speed M/T,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$14,500",C-Class C 250 Sport,2014,"70,612 mi.",Gasoline,7-Speed A/T,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$11,500",Sienna XLE Limited,2007,"112,630 mi.",Gasoline,5-Speed A/T,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Dodge,"$6,499",Avenger SE,2014,"124,705 mi.",E85 Flex Fuel,A/T,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,None reported
BMW,"$34,000",M240 i,2018,"61,000 mi.",Gasoline,6-Speed M/T,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
RAM,"$32,999",3500 SLT,2017,"157,272 mi.",Diesel,6-Speed A/T,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,At least 1 accident or damage reported
Mercedes-Benz,"$20,399",GL-Class GL 450 4MATIC,2015,"84,000 mi.",Gasoline,7-Speed A/T,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$47,500",Gladiator Rubicon,2020,"27,981 mi.",Gasoline,A/T,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Bentley,"$63,000",Continental GT Base,2009,"18,000 mi.",Gasoline,A/T,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,None reported
Tesla,"$38,200",Model 3 Long Range,2019,"27,123 mi.",,A/T,425.0HP Electric Motor Electric Fuel System,None reported
Chevrolet,"$83,900",Corvette Stingray w/2LT,2021,"3,053 mi.",Gasoline,Transmission w/Dual Shift Mode,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Audi,"$19,000",Q5 3.0T Premium Plus,2015,"60,251 mi.",Gasoline,A/T,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mazda,"$28,000",MX-5 Miata Club,2021,"5,093 mi.",Gasoline,6-Speed M/T,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Bentley,"$115,785",Bentayga W12 Signature,2018,"31,875 mi.",Gasoline,8-Speed A/T,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$7,000",S-Class S500,2005,"175,722 mi.",Gasoline,A/T,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
BMW,"$59,900",M6 Base,2015,"17,900 mi.",Gasoline,Transmission w/Dual Shift Mode,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,None reported
GMC,"$22,999",Yukon SLT,2015,"142,792 mi.",Gasoline,6-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,None reported
BMW,"$11,800",750 iL,2001,"53,814 mi.",Gasoline,5-Speed A/T,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,
Toyota,"$26,900",Tundra Limited,2010,"89,400 mi.",Gasoline,A/T,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
Chrysler,"$15,000",300C Base,2007,"86,000 mi.",Gasoline,5-Speed A/T,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
smart,"$5,000",ForTwo Pure,2008,"61,595 mi.",Gasoline,5-Speed A/T,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$38,000",Tundra SR,2018,"74,000 mi.",E85 Flex Fuel,6-Speed A/T,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
Hummer,"$16,500",H2 Base,2004,"130,000 mi.",Gasoline,4-Speed A/T,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$29,000",ALPINA B7 Base,2015,"86,000 mi.",Gasoline,8-Speed A/T,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Land,"$7,500",Rover Range Rover Sport Supercharged,2008,"140,600 mi.",Gasoline,6-Speed A/T,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,None reported
Audi,"$27,900",A4 2.0T Tech Premium,2018,"27,532 mi.",Gasoline,7-Speed A/T,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$12,500",Focus SE,2017,"91,000 mi.",E85 Flex Fuel,6-Speed A/T,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,None reported
Mercedes-Benz,"$28,500",E-Class E 550 4MATIC,2014,"63,000 mi.",Gasoline,7-Speed A/T,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$49,999",Wrangler Unlimited 4xe Sahara,2022,"10,500 mi.",Plug-In Hybrid,8-Speed A/T,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,None reported
Mercedes-Benz,"$21,500",M-Class ML 350 4MATIC,2014,"75,073 mi.",E85 Flex Fuel,7-Speed A/T,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,None reported
Jeep,"$9,000",Wrangler Sahara,2008,"140,000 mi.",Gasoline,A/T,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mercedes-Benz,"$30,500",A-Class A 220 4MATIC,2019,"30,300 mi.",Gasoline,7-Speed A/T,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$4,200",Malibu 1LT,2009,"139,000 mi.",Gasoline,A/T,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Hummer,"$17,900",H3 Base,2006,"118,000 mi.",Gasoline,A/T,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,None reported
BMW,"$53,000",i8 Base,2015,"51,000 mi.",Plug-In Hybrid,Transmission w/Dual Shift Mode,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,None reported
Cadillac,"$36,500",XLR Base,2009,"69,423 mi.",Gasoline,A/T,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$12,500",MKZ Select,2017,"52,284 mi.",Gasoline,6-Speed A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Chevrolet,"$4,000",Silverado 1500 W/T,2006,"111,228 mi.",Gasoline,A/T,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Land,"$49,900",Rover Range Rover Sport HSE,2019,"52,300 mi.",Gasoline,Transmission w/Dual Shift Mode,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Nissan,"$32,612",Titan SL,2021,"95,993 mi.",Gasoline,9-Speed Automatic,5.6L V8 32V GDI DOHC,None reported
Kia,"$47,541",Telluride SX,2022,"26,716 mi.",Gasoline,Automatic,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",None reported
Chevrolet,"$67,190",Tahoe RST,2023,"39,517 mi.",Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,At least 1 accident or damage reported
Ford,"$41,000",Mustang GT Premium,2019,"31,600 mi.",Gasoline,6-Speed M/T,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
BMW,"$18,300",330 i,2017,"83,298 mi.",Gasoline,A/T,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Land,"$31,599",Rover Range Rover Sport 3.0L Supercharged HSE,2017,"95,212 mi.",Gasoline,8-Speed A/T,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$51,750",911 Carrera,2010,"61,600 mi.",Gasoline,7-Speed A/T,345.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$12,000",QX56 Base,2011,"130,921 mi.",Gasoline,Transmission Overdrive Switch,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,None reported
RAM,"$45,515",2500 Tradesman,2020,"41,000 mi.",Gasoline,8-Speed A/T,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,
BMW,"$90,000",840 i xDrive,2024,"1,500 mi.",Gasoline,A/T,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
MINI,"$17,390",Clubman Cooper S ALL4,2017,"79,950 mi.",Gasoline,A/T,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$95,000",Escalade ESV Premium Luxury Platinum,2021,"31,500 mi.",Gasoline,A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Audi,"$140,000",R8 5.2 V10 plus,2017,"61,000 mi.",Gasoline,Transmission w/Dual Shift Mode,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,None reported
RAM,"$43,449",2500 Big Horn,2021,"45,867 mi.",Gasoline,Automatic,6.4L V8 16V MPFI OHV,None reported
Porsche,"$85,500",911 Carrera 4,2014,"22,700 mi.",Gasoline,7-Speed M/T,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Bentley,"$48,500",Continental GT Base,2009,"43,000 mi.",Gasoline,A/T,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$27,000",Tundra SR5,2015,"99,000 mi.",Gasoline,6-Speed A/T,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$16,900",4Runner SR5,2006,"135,000 mi.",Gasoline,A/T,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$29,000",CTS 2.0L Turbo Luxury,2019,"46,000 mi.",Gasoline,8-Speed A/T,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$10,995",Focus SE,2014,"79,615 mi.",Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC,None reported
BMW,"$86,900",M5 Base,2021,"13,250 mi.",Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,None reported
Land,"$60,500",Rover Range Rover 3.0L V6 Supercharged HSE,2019,"41,200 mi.",Gasoline,Transmission w/Dual Shift Mode,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$30,500",Escalade ESV Luxury,2016,"116,500 mi.",Gasoline,8-Speed A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Acura,"$90,200",NSX Base,1993,"75,980 mi.",–,A/T,–,None reported
Chevrolet,"$87,150",Corvette Z06,2018,"24,059 mi.",Gasoline,8-Speed A/T,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Audi,"$15,400",Q5 2.0T Premium Plus,2015,"118,500 mi.",E85 Flex Fuel,A/T,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
BMW,"$99,998",ALPINA B7 ALPINA B7 xDrive,2020,"15,097 mi.",Gasoline,Automatic,4.4 Liter Twin Turbo,None reported
Maserati,"$43,000",Ghibli S Q4,2018,"20,000 mi.",Gasoline,A/T,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$30,798",228 Gran Coupe i xDrive,2020,"10,426 mi.",Gasoline,Automatic,2.0 Liter Turbo,None reported
Ford,"$63,500",Expedition Limited,2023,"9,500 mi.",Gasoline,10-Speed A/T,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Nissan,"$8,500",Frontier SE Crew Cab,2006,"134,000 mi.",Gasoline,A/T,265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Subaru,"$32,500",BRZ Limited,2022,"10,500 mi.",Gasoline,Transmission w/Dual Shift Mode,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$17,500",Malibu LT,2018,"53,100 mi.",Gasoline,6-Speed A/T,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$13,895",Focus SEL,2017,"80,134 mi.",E85 Flex Fuel,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Flexible Fuel,None reported
Nissan,"$25,500",Rogue Sport S,2021,"24,000 mi.",Gasoline,A/T,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Volvo,"$10,299",C70 T5,2006,"61,000 mi.",Gasoline,6-Speed M/T,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$48,000",Nautilus Reserve,2021,"19,700 mi.",Gasoline,A/T,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$84,500",AMG GT Base,2018,"28,182 mi.",Gasoline,7-Speed A/T,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$21,000",Mustang EcoBoost Premium,2017,"59,500 mi.",Gasoline,A/T,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$8,000",Ranger XLT,1999,"115,402 mi.",E85 Flex Fuel,A/T,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,None reported
GMC,"$35,899",Yukon SLT,2018,"85,500 mi.",Gasoline,A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
RAM,"$44,900",2500 Big Horn,2020,"51,000 mi.",Gasoline,6-Speed A/T,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,None reported
Tesla,"$45,000",Model Y Performance,2021,"17,500 mi.",,A/T,455.0HP Electric Motor Electric Fuel System,None reported
Lexus,"$9,999",ES 350 Base,2011,"132,000 mi.",Gasoline,A/T,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$32,798",Wrangler Rubicon Hard Rock,2016,"67,882 mi.",Gasoline,Automatic,3.6 Liter,None reported
Volvo,"$30,500",XC90 T6 Momentum,2018,"62,000 mi.",Gasoline,8-Speed A/T,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$210,000",911 R,2016,"12,454 mi.",Gasoline,6-Speed M/T,500.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$58,000",M6 Gran Coupe Base,2017,"27,965 mi.",Gasoline,7-Speed A/T,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$20,500",Escalade ESV Platinum Edition,2013,"119,000 mi.",E85 Flex Fuel,A/T,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,
BMW,"$32,000",X5 xDrive35i,2018,"48,000 mi.",Gasoline,8-Speed A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$56,598",X5 xDrive40i,2020,"5,541 mi.",Gasoline,Automatic,3.0 Liter Turbo,None reported
Mitsubishi,"$19,500",Outlander SEL,2018,"29,000 mi.",Gasoline,A/T,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Dodge,"$12,995",Ram 1500 ST,2010,"131,100 mi.",E85 Flex Fuel,A/T,310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
Subaru,"$11,498",Impreza 2.0i,2015,"102,242 mi.",Gasoline,Manual,"2L H-4 DOHC, variable valve control, regular unleaded, engine wi",At least 1 accident or damage reported
Mercedes-Benz,"$79,999",Maybach S S 600,2016,"18,069 mi.",Gasoline,7-Speed A/T,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,None reported
Kia,"$31,900",Sportage LX,2023,"13,000 mi.",Gasoline,A/T,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$69,500",911 Turbo Cabriolet,2008,"51,000 mi.",Gasoline,Transmission w/Dual Shift Mode,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
